YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2023,5,30,4.0,32.4,27.0,74
2023,5,31,5.0,31.9,27.8,82
2023,6,1,11.0,33.2,24.2,81
2023,6,2,0.0,33.4,26.9,77
2023,6,3,2.8,33.1,25.1,84
2023,6,4,0.6,32.8,25.6,78
2023,6,5,0.7,32.8,25.4,83
2023,6,6,5.0,33.1,24.6,87
2023,6,7,5.1,32.3,24.9,86
2023,6,8,0.0,32.4,25.6,81
2023,6,9,-1.0,33.4,26.1,78
2023,6,10,10.6,33.2,26.3,73
2023,6,11,11.3,29.0,26.5,86
2023,6,12,123.9,29.5,24.2,90
2023,6,13,19.0,30.0,25.2,91
2023,6,14,0.3,31.8,26.1,82
2023,6,15,0.1,32.6,25.8,84
2023,6,16,0.0,32.4,25.4,82
2023,6,17,0.0,32.4,25.6,80
2023,6,18,3.6,32.4,25.2,80
2023,6,19,0.0,32.4,25.3,78
2023,6,20,0.0,32.6,26.3,80
2023,6,21,-1.0,32.6,25.9,78
2023,6,22,-1.0,32.8,25.0,75
2023,6,23,0.0,32.7,25.0,80
2023,6,24,5.6,33.0,24.5,77
2023,6,25,0.0,32.4,26.2,82
2023,6,26,50.4,32.8,25.3,84
2023,6,27,0.1,32.3,26.5,82
2023,6,28,9.2,32.4,24.8,87
2023,6,29,18.9,32.1,26.0,83
2023,6,30,0.4,32.2,25.7,83
2023,7,1,0.0,32.2,25.8,81
2023,7,2,52.2,32.4,23.4,85
2023,7,3,0.0,32.2,25.6,79
2023,7,4,0.0,32.8,26.0,76
2023,7,5,0.0,33.1,26.5,75
2023,7,6,0.0,33.2,25.2,81
2023,7,7,0.0,33.2,25.2,76
2023,7,8,0.0,33.1,24.6,80
2023,7,9,0.0,33.0,24.2,74
2023,7,10,0.0,33.3,25.0,73
2023,7,11,-1.0,33.0,25.3,77
2023,7,12,0.0,32.5,26.5,80
2023,7,13,25.3,33.5,25.6,89
2023,7,14,21.4,28.2,25.8,95
2023,7,15,22.9,30.4,24.4,87
2023,7,16,-1.0,34.4,26.6,76
2023,7,17,-1.0,33.0,25.6,77
2023,7,18,3.6,32.2,25.1,85
2023,7,19,6.6,32.4,24.7,85
2023,7,20,-1.0,31.7,26.0,86
2023,7,21,0.0,32.4,25.9,80
2023,7,22,0.0,32.3,26.0,83
2023,7,23,0.0,34.9,25.5,80
2023,7,24,2.9,32.7,26.2,74
2023,7,25,206.0,28.9,25.2,90
2023,7,26,414.0,26.8,24.7,97
2023,7,27,9.4,28.7,24.8,91
2023,7,28,-1.0,30.8,25.3,81
2023,7,29,6.0,31.4,25.3,83
2023,7,30,0.1,30.6,25.2,88
2023,7,31,2.7,31.8,25.6,79
2023,8,1,8.9,29.1,26.4,89
2023,8,2,91.2,30.4,25.8,91
2023,8,3,27.9,31.3,27.0,83
2023,8,4,1.7,31.8,27.5,80
2023,8,5,6.7,31.8,27.6,86
2023,8,6,3.1,32.2,27.4,86
2023,8,7,0.9,31.6,27.8,84
2023,8,8,2.5,32.0,27.8,85
2023,8,9,0.0,32.2,26.9,84
2023,8,10,-1.0,32.2,27.2,80
2023,8,11,0.0,31.8,26.0,81
2023,8,12,0.0,32.4,25.4,80
2023,8,13,0.0,32.2,24.8,78
2023,8,14,0.0,32.5,25.0,77
2023,8,15,0.0,32.6,25.8,74
2023,8,16,0.0,32.9,25.4,77
2023,8,17,0.0,33.5,25.8,74
2023,8,18,0.0,32.6,25.3,79
2023,8,19,0.8,32.6,25.0,81
2023,8,20,-1.0,33.0,25.5,78
2023,8,21,-1.0,32.6,26.2,79
2023,8,22,0.0,32.3,26.0,78
2023,8,23,0.5,32.8,25.9,78
2023,8,24,0.1,32.4,26.6,79
2023,8,25,175.3,29.6,24.5,92
2023,8,26,46.2,31.1,25.0,89
2023,8,27,0.1,30.8,24.4,90
2023,8,28,18.0,30.9,24.6,89
2023,8,29,254.2,30.2,25.6,92
2023,8,30,82.2,27.2,24.2,94
2023,8,31,32.3,29.5,25.4,88
2023,9,1,35.9,27.7,25.4,95
2023,9,2,45.5,27.9,25.1,92
2023,9,3,50.2,27.8,26.0,92
2023,9,4,7.0,29.8,25.8,88
2023,9,5,25.0,30.5,25.6,92
2023,9,6,3.2,32.0,25.0,81
2023,9,7,-1.0,31.5,25.4,84
2023,9,8,0.0,32.3,25.3,81
2023,9,9,2.9,31.9,25.5,84
2023,9,10,27.8,31.6,24.4,84
2023,9,11,17.0,31.9,24.0,85
2023,9,12,3.8,31.4,24.5,86
2023,9,13,9.2,30.8,24.9,85
2023,9,14,-1.0,31.2,25.2,83
2023,9,15,11.2,31.4,25.2,85
2023,9,16,4.8,31.8,25.8,83
2023,9,17,0.0,31.4,24.8,87
2023,9,18,0.0,31.7,26.1,84
2023,9,19,0.0,33.0,26.0,79
2023,9,20,0.0,32.5,26.5,84
2023,9,21,0.8,32.4,25.2,85
2023,9,22,-1.0,33.0,26.5,81
2023,9,23,2.9,32.8,26.4,86
2023,9,24,0.0,32.0,26.5,83
2023,9,25,30.2,32.4,24.5,87
2023,9,26,0.0,32.0,25.4,86
2023,9,27,-1.0,32.5,25.0,83
2023,9,28,0.0,32.0,25.7,83
2023,9,29,0.0,33.6,25.8,79
2023,9,30,0.0,32.8,26.4,82
2023,10,1,23.2,32.4,25.8,82
2023,10,2,3.8,31.3,26.2,88
2023,10,3,1.0,31.6,26.5,82
2023,10,4,29.0,31.3,25.0,78
2023,10,5,28.1,28.3,23.7,95
2023,10,6,57.6,31.0,23.8,91
2023,10,7,0.0,32.2,24.8,81
2023,10,8,3.8,32.2,25.4,82
2023,10,9,0.0,31.9,26.0,86
2023,10,10,0.0,35.2,24.3,76
2023,10,11,0.8,34.4,25.8,70
2023,10,12,1.6,31.6,24.1,80
2023,10,13,0.0,33.4,25.0,78
2023,10,14,0.0,33.4,25.4,79
2023,10,15,5.8,32.6,24.8,86
2023,10,16,4.0,32.0,24.2,86
2023,10,17,0.0,32.0,24.6,82
2023,10,18,0.0,33.6,23.4,74
2023,10,19,0.0,34.6,24.8,74
2023,10,20,0.0,32.8,25.4,80
2023,10,21,7.6,32.4,23.9,89
2023,10,22,0.0,32.4,24.0,80
2023,10,23,0.0,33.8,24.0,72
2023,10,24,0.0,32.8,25.0,78
2023,10,25,0.0,32.1,25.4,81
2023,10,26,0.0,32.6,24.8,79
2023,10,27,0.0,32.4,24.4,77
2023,10,28,0.0,32.4,23.7,80
2023,10,29,0.0,32.0,24.0,78
2023,10,30,0.0,33.5,23.1,69
2023,10,31,0.0,34.4,23.0,62
2023,11,1,1.0,33.9,25.5,66
2023,11,2,-1.0,32.1,24.6,84
2023,11,3,0.0,32.3,24.4,79
2023,11,4,0.0,33.0,25.0,78
2023,11,5,0.0,32.5,25.5,83
2023,11,6,0.0,33.6,23.2,79
2023,11,7,0.0,35.1,23.5,64
2023,11,8,0.0,35.5,24.9,69
2023,11,9,0.0,34.0,24.3,76
2023,11,10,0.0,32.7,24.0,80
2023,11,11,0.0,34.2,23.0,72
2023,11,12,0.0,34.0,19.5,68
2023,11,13,0.0,32.7,24.6,75
2023,11,14,0.0,33.6,24.0,64
2023,11,15,0.0,34.1,22.3,62
2023,11,16,0.0,33.6,25.3,66
2023,11,17,0.0,33.4,25.3,64
2023,11,18,0.0,28.8,20.7,68
2023,11,19,0.0,31.8,19.5,62
2023,11,20,0.0,32.5,20.8,63
2023,11,21,0.0,31.9,20.6,68
2023,11,22,0.0,32.1,22.2,75
2023,11,23,0.0,32.0,24.4,72
2023,11,24,0.0,34.0,22.7,61
2023,11,25,0.0,33.2,22.5,65
2023,11,26,0.0,33.4,24.0,75
2023,11,27,0.0,33.6,23.8,78
2023,11,28,0.0,33.7,23.4,73
2023,11,29,0.0,32.2,25.2,74
2023,11,30,0.0,34.0,26.8,66
2023,12,1,0.0,34.4,25.0,66
2023,12,2,0.0,34.5,25.6,72
2023,12,3,0.0,33.8,23.8,74
2023,12,4,0.0,31.5,24.3,82
2023,12,5,0.0,30.9,23.3,81
2023,12,6,0.0,31.6,23.5,83
2023,12,7,0.0,31.7,23.0,76
2023,12,8,0.0,32.0,23.4,79
2023,12,9,0.0,31.2,23.6,81
2023,12,10,0.0,31.8,24.3,84
2023,12,11,0.0,31.8,23.7,85
2023,12,12,0.0,32.2,24.5,80
2023,12,13,0.0,33.2,22.9,73
2023,12,14,0.0,34.6,21.6,59
2023,12,15,0.0,31.2,22.5,77
2023,12,16,0.0,31.2,22.7,70
2023,12,17,0.0,31.8,25.7,63
2023,12,18,0.0,33.6,25.4,66
2023,12,19,0.0,33.4,24.6,79
2023,12,20,-1.0,30.5,25.1,81
2023,12,21,-1.0,30.8,23.1,66
2023,12,22,-1.0,28.9,23.7,57
2023,12,23,0.0,31.2,24.0,64
2023,12,24,0.0,26.4,23.2,75
2023,12,25,0.0,31.6,23.4,68
2023,12,26,-1.0,33.2,25.0,67
2023,12,27,-1.0,33.0,23.1,74
2023,12,28,0.0,31.2,22.1,75
2023,12,29,0.0,32.2,23.0,77
2023,12,30,0.0,32.4,24.0,77
2023,12,31,0.0,31.9,24.7,77
