YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2021,5,11,0.0,32.6,25.6,77
2021,5,12,0.0,33.2,25.7,77
2021,5,13,0.0,33.0,26.1,79
2021,5,14,0.0,33.8,26.7,76
2021,5,15,0.0,33.1,26.8,75
2021,5,16,0.0,33.8,26.6,76
2021,5,17,0.0,33.7,26.3,78
2021,5,18,0.0,33.8,26.2,74
2021,5,19,0.0,33.2,27.3,74
2021,5,20,0.0,33.8,26.5,73
2021,5,21,0.4,33.6,25.4,78
2021,5,22,-1.0,33.4,25.5,77
2021,5,23,0.0,34.0,25.8,72
2021,5,24,69.5,33.2,24.0,80
2021,5,25,0.0,32.4,26.7,78
2021,5,26,-1.0,33.4,26.0,73
2021,5,27,0.0,33.6,25.6,72
2021,5,28,0.0,33.5,25.8,72
2021,5,29,0.0,33.4,26.3,75
2021,5,30,0.0,33.2,26.2,75
2021,5,31,0.0,33.8,26.3,74
2021,6,1,0.0,33.6,26.0,75
2021,6,2,0.0,34.1,27.5,64
2021,6,3,0.7,34.6,25.0,72
2021,6,4,22.4,29.8,24.4,85
2021,6,5,0.6,32.4,26.8,78
2021,6,6,0.8,30.7,26.1,85
2021,6,7,36.8,32.7,24.2,83
2021,6,8,-1.0,32.1,25.6,80
2021,6,9,12.3,31.4,24.6,84
2021,6,10,6.1,31.2,24.1,84
2021,6,11,10.0,32.9,24.1,89
2021,6,12,0.5,32.4,26.1,80
2021,6,13,27.8,31.4,24.2,87
2021,6,14,9.4,30.5,23.6,86
2021,6,15,0.1,32.0,24.8,80
2021,6,16,0.0,32.4,25.0,74
2021,6,17,0.0,32.5,24.4,77
2021,6,18,-1.0,32.2,26.8,74
2021,6,19,1.4,32.0,25.9,73
2021,6,20,25.8,32.2,25.6,79
2021,6,21,2.4,32.0,24.3,89
2021,6,22,0.6,31.9,24.8,78
2021,6,23,10.8,32.1,22.9,78
2021,6,24,30.0,30.8,23.8,78
2021,6,25,6.0,31.2,23.8,84
2021,6,26,0.0,31.0,24.7,82
2021,6,27,-1.0,31.8,24.6,80
2021,6,28,0.0,32.2,24.6,79
2021,6,29,0.0,32.5,25.0,77
2021,6,30,-1.0,32.8,25.1,77
2021,7,1,0.0,32.2,25.8,79
2021,7,2,0.0,32.0,25.4,78
2021,7,3,0.1,32.6,26.4,80
2021,7,4,0.0,35.1,26.2,73
2021,7,5,4.6,32.7,24.3,87
2021,7,6,7.5,32.8,23.8,85
2021,7,7,0.0,32.0,25.6,83
2021,7,8,0.0,31.8,26.2,84
2021,7,9,0.0,32.5,26.5,79
2021,7,10,0.3,32.5,24.8,82
2021,7,11,0.0,32.5,25.8,82
2021,7,12,0.4,32.6,24.4,81
2021,7,13,22.0,33.3,24.5,85
2021,7,14,0.0,33.0,25.0,82
2021,7,15,4.6,30.8,24.6,85
2021,7,16,-1.0,31.8,25.0,85
2021,7,17,0.4,32.3,24.7,85
2021,7,18,19.0,31.6,24.9,87
2021,7,19,35.0,29.9,24.0,95
2021,7,20,28.4,31.1,23.3,91
2021,7,21,33.0,30.0,25.6,87
2021,7,22,14.5,28.7,25.3,93
2021,7,23,87.0,31.0,25.0,87
2021,7,24,74.0,27.2,25.8,95
2021,7,25,86.0,27.2,24.9,95
2021,7,26,108.5,29.4,25.7,95
2021,7,27,108.9,30.3,24.7,91
2021,7,28,24.4,29.8,24.6,95
2021,7,29,27.5,31.0,25.8,86
2021,7,30,13.8,29.4,25.6,92
2021,7,31,29.8,30.3,26.4,86
2021,8,1,45.0,30.4,25.7,94
2021,8,2,60.2,29.2,26.9,92
2021,8,3,38.5,29.8,26.8,91
2021,8,4,20.1,30.8,27.0,88
2021,8,5,47.6,30.3,25.8,90
2021,8,6,32.3,30.9,26.6,90
2021,8,7,6.0,30.6,27.1,88
2021,8,8,5.2,31.0,25.1,87
2021,8,9,0.4,31.8,25.6,85
2021,8,10,13.3,31.2,24.3,89
2021,8,11,4.2,30.8,24.8,86
2021,8,12,-1.0,30.2,24.9,86
2021,8,13,11.5,32.0,24.0,81
2021,8,14,0.0,30.7,23.9,84
2021,8,15,1.5,31.2,24.8,83
2021,8,16,0.0,31.7,25.5,84
2021,8,17,1.9,32.3,25.4,82
2021,8,18,5.2,31.6,24.8,87
2021,8,19,0.6,31.4,24.2,88
2021,8,20,11.4,32.1,23.8,87
2021,8,21,-1.0,31.7,24.4,86
2021,8,22,-1.0,31.4,24.4,82
2021,8,23,-1.0,32.1,24.4,81
2021,8,24,0.5,31.3,23.3,86
2021,8,25,0.0,31.2,25.2,85
2021,8,26,0.0,33.5,25.1,81
2021,8,27,-1.0,31.0,24.7,86
2021,8,28,0.0,31.9,25.8,81
2021,8,29,34.7,32.5,23.9,87
2021,8,30,0.2,30.7,24.7,89
2021,8,31,1.8,31.3,24.0,88
2021,9,1,0.0,31.5,24.6,83
2021,9,2,5.0,31.8,24.9,87
2021,9,3,1.4,31.3,23.6,88
2021,9,4,3.0,31.2,24.0,88
2021,9,5,30.4,30.8,24.1,89
2021,9,6,0.1,31.5,24.0,87
2021,9,7,0.0,32.2,25.4,83
2021,9,8,0.1,31.5,25.2,84
2021,9,9,0.0,31.6,26.4,86
2021,9,10,126.0,30.3,24.7,95
2021,9,11,61.7,27.2,24.6,91
2021,9,12,0.1,29.4,23.9,83
2021,9,13,-1.0,33.2,24.2,78
2021,9,14,0.0,32.1,24.8,82
2021,9,15,-1.0,32.0,24.9,83
2021,9,16,0.0,31.5,25.0,82
2021,9,17,0.0,31.9,25.0,85
2021,9,18,0.0,32.5,26.0,86
2021,9,19,1.4,32.1,24.4,87
2021,9,20,0.0,32.1,24.6,86
2021,9,21,0.0,31.9,24.7,82
2021,9,22,1.5,32.3,24.8,84
2021,9,23,0.0,33.2,24.9,82
2021,9,24,0.0,35.1,25.2,70
2021,9,25,1.6,34.3,24.2,80
2021,9,26,0.0,33.4,25.3,76
2021,9,27,0.0,33.8,24.6,76
2021,9,28,0.0,32.5,23.9,81
2021,9,29,0.0,32.1,24.4,80
2021,9,30,0.0,32.2,24.2,79
2021,10,1,0.0,32.1,24.5,82
2021,10,2,0.0,34.1,23.6,78
2021,10,3,-1.0,34.5,25.6,69
2021,10,4,0.7,29.8,26.1,78
2021,10,5,1.7,30.2,24.9,86
2021,10,6,9.5,32.0,23.6,89
2021,10,7,0.7,30.2,24.6,89
2021,10,8,-1.0,31.5,24.1,85
2021,10,9,0.0,33.0,25.0,78
2021,10,10,23.8,31.5,25.8,84
2021,10,11,123.4,28.0,23.6,94
2021,10,12,7.6,27.9,23.7,85
2021,10,13,0.2,30.6,24.6,86
2021,10,14,0.2,30.8,24.8,87
2021,10,15,0.0,31.5,23.6,81
2021,10,16,0.0,33.1,24.2,77
2021,10,17,0.0,34.5,23.8,69
2021,10,18,0.0,32.8,24.1,76
2021,10,19,-1.0,34.0,23.6,74
2021,10,20,0.0,32.0,24.6,78
2021,10,21,0.0,31.8,25.6,81
2021,10,22,0.0,33.0,23.1,76
2021,10,23,0.0,34.0,24.9,70
2021,10,24,0.0,34.5,23.4,74
2021,10,25,0.0,33.4,23.6,73
2021,10,26,0.0,33.0,23.2,76
2021,10,27,0.0,32.8,22.1,64
2021,10,28,0.0,33.4,21.6,65
2021,10,29,0.0,33.8,22.9,68
2021,10,30,0.0,31.9,21.5,71
2021,10,31,0.0,32.2,21.5,70
2021,11,1,0.0,33.4,22.2,70
2021,11,2,0.0,34.7,20.6,57
2021,11,3,0.0,34.1,21.6,68
2021,11,4,0.0,32.4,21.2,73
2021,11,5,0.0,32.1,24.0,77
2021,11,6,0.0,32.0,23.7,81
2021,11,7,0.0,33.2,24.5,76
2021,11,8,0.0,31.8,24.2,80
2021,11,9,0.0,33.0,25.0,74
2021,11,10,0.0,31.6,24.2,76
2021,11,11,0.0,32.2,24.0,77
2021,11,12,0.0,33.1,23.4,72
2021,11,13,0.0,31.6,24.1,75
2021,11,14,0.0,32.6,24.5,74
2021,11,15,0.0,32.2,26.9,68
2021,11,16,-1.0,31.9,26.4,74
2021,11,17,0.4,31.8,23.4,76
2021,11,18,0.0,33.0,23.9,74
2021,11,19,0.0,33.2,22.6,75
2021,11,20,0.0,34.2,21.6,68
2021,11,21,0.0,31.9,23.2,78
2021,11,22,0.0,31.8,22.6,76
2021,11,23,0.0,33.2,25.7,69
2021,11,24,0.0,34.0,23.7,69
2021,11,25,0.0,32.6,24.5,76
2021,11,26,0.0,32.8,24.1,79
2021,11,27,0.0,33.0,23.2,70
2021,11,28,0.0,33.2,24.3,76
2021,11,29,0.0,30.2,23.4,83
2021,11,30,-1.0,30.9,24.8,78
2021,12,1,0.0,28.7,22.4,64
2021,12,2,0.0,29.3,21.2,62
2021,12,3,0.0,30.6,21.4,61
2021,12,4,0.0,29.0,21.4,61
2021,12,5,0.0,29.7,22.6,61
2021,12,6,0.0,27.4,24.0,65
2021,12,7,0.0,31.4,18.8,59
2021,12,8,0.0,30.8,20.0,62
2021,12,9,0.0,29.2,19.5,66
2021,12,10,0.0,31.9,21.0,68
2021,12,11,0.0,32.3,21.4,68
2021,12,12,0.0,32.8,20.2,63
2021,12,13,0.0,32.0,19.1,64
2021,12,14,0.0,32.8,19.3,58
2021,12,15,0.0,31.5,18.3,66
2021,12,16,0.0,31.0,20.1,72
2021,12,17,0.0,31.0,23.9,74
2021,12,18,0.0,31.4,23.9,62
2021,12,19,0.2,30.6,24.3,66
2021,12,20,0.0,32.8,22.9,75
2021,12,21,2.0,30.4,24.3,80
2021,12,22,0.0,29.0,23.1,85
2021,12,23,0.0,30.5,23.4,83
2021,12,24,0.0,30.0,24.1,79
2021,12,25,0.0,33.9,24.8,64
2021,12,26,0.0,27.9,20.5,69
2021,12,27,0.0,30.5,20.1,65
2021,12,28,0.0,31.6,18.7,60
2021,12,29,0.0,32.5,17.5,67
2021,12,30,0.0,32.6,17.6,60
2021,12,31,0.0,31.8,20.3,63
