YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2020,3,8,0.0,30.4,23.1,79
2020,3,9,-1.0,30.2,24.5,81
2020,3,10,0.0,31.2,23.7,78
2020,3,11,0.0,33.2,23.0,72
2020,3,12,0.0,31.2,23.9,78
2020,3,13,0.0,30.6,22.4,79
2020,3,14,0.0,31.5,23.1,73
2020,3,15,0.0,30.3,22.5,67
2020,3,16,0.0,33.4,21.0,57
2020,3,17,0.0,30.6,21.3,70
2020,3,18,0.0,30.0,21.8,78
2020,3,19,0.0,30.4,21.2,79
2020,3,20,0.0,30.0,21.5,79
2020,3,21,0.0,31.2,23.0,82
2020,3,22,0.0,30.6,21.6,82
2020,3,23,0.0,31.0,22.4,77
2020,3,24,0.0,31.2,23.5,76
2020,3,25,0.0,30.8,23.3,78
2020,3,26,0.0,31.4,22.4,74
2020,3,27,0.0,31.0,24.0,80
2020,3,28,0.0,31.6,23.0,78
2020,3,29,0.0,33.6,24.0,66
2020,3,30,0.0,31.4,24.4,75
2020,3,31,0.0,31.4,24.7,80
2020,4,1,0.0,31.6,22.9,74
2020,4,2,0.0,31.8,24.5,68
2020,4,3,0.0,31.8,24.6,73
2020,4,4,0.0,31.6,23.9,72
2020,4,5,0.0,32.4,24.0,65
2020,4,6,0.0,31.2,24.2,76
2020,4,7,1.6,30.2,22.6,78
2020,4,8,0.0,32.6,22.6,72
2020,4,9,0.0,31.4,23.4,69
2020,4,10,0.0,33.6,24.1,63
2020,4,11,0.0,31.4,24.0,76
2020,4,12,-1.0,30.9,23.0,75
2020,4,13,0.0,29.8,22.1,63
2020,4,14,0.0,30.5,25.8,64
2020,4,15,0.0,31.0,22.8,75
2020,4,16,0.0,32.3,23.2,68
2020,4,17,0.0,31.8,24.5,75
2020,4,18,0.0,32.2,24.6,78
2020,4,19,0.0,31.8,25.8,76
2020,4,20,0.0,32.2,24.6,75
2020,4,21,0.0,32.5,26.3,77
2020,4,22,0.0,33.2,27.2,76
2020,4,23,0.0,34.0,25.3,73
2020,4,24,0.0,33.6,26.4,69
2020,4,25,0.0,33.0,25.0,71
2020,4,26,0.0,32.0,25.0,76
2020,4,27,0.0,33.3,25.5,73
2020,4,28,0.0,32.8,25.5,70
2020,4,29,0.0,32.5,24.4,68
2020,4,30,0.0,32.4,25.2,73
2020,5,1,0.0,32.7,25.0,73
2020,5,2,0.0,32.8,25.5,75
2020,5,3,0.0,32.6,25.1,71
2020,5,4,0.0,32.8,25.3,76
2020,5,5,0.0,33.4,25.6,79
2020,5,6,0.0,33.8,25.3,71
2020,5,7,0.0,33.9,25.4,67
2020,5,8,0.0,33.6,25.2,72
2020,5,9,0.0,33.8,24.3,70
2020,5,10,0.0,33.0,24.7,69
2020,5,11,0.0,33.3,25.9,76
2020,5,12,0.0,32.6,24.9,73
2020,5,13,0.0,34.0,25.6,69
2020,5,14,-1.0,33.6,26.8,74
2020,5,15,2.8,32.0,25.0,79
2020,5,16,32.6,29.4,25.2,87
2020,5,17,0.1,32.8,25.8,75
2020,5,18,0.0,33.0,25.8,76
2020,5,19,-1.0,32.2,25.3,78
2020,5,20,0.6,31.9,25.8,81
2020,5,21,0.0,32.6,27.5,76
2020,5,22,40.0,30.6,25.3,88
2020,5,23,18.2,29.2,25.0,92
2020,5,24,55.2,32.0,24.0,91
2020,5,25,0.0,32.0,25.2,81
2020,5,26,0.0,32.4,26.5,78
2020,5,27,0.0,32.4,25.1,75
2020,5,28,-1.0,32.6,25.5,75
2020,5,29,0.0,33.0,25.0,77
2020,5,30,0.0,33.0,25.9,78
2020,5,31,0.0,33.3,26.0,75
2020,6,1,0.0,32.8,26.6,75
2020,6,2,0.1,33.2,25.2,79
2020,6,3,0.0,33.1,24.6,74
2020,6,4,0.0,33.4,26.3,74
2020,6,5,-1.0,33.4,26.2,80
2020,6,6,0.0,33.6,26.0,72
2020,6,7,0.0,33.9,25.7,74
2020,6,8,-1.0,34.3,25.0,74
2020,6,9,1.8,33.1,23.8,82
2020,6,10,0.0,33.2,25.6,75
2020,6,11,0.2,33.7,27.4,72
2020,6,12,-1.0,32.8,26.7,76
2020,6,13,8.0,34.3,24.6,75
2020,6,14,0.2,32.5,25.0,80
2020,6,15,-1.0,32.9,24.8,79
2020,6,16,-1.0,33.3,25.3,78
2020,6,17,0.0,33.2,25.0,74
2020,6,18,0.0,33.0,25.2,78
2020,6,19,-1.0,33.3,25.0,76
2020,6,20,10.0,32.8,24.4,81
2020,6,21,0.0,32.4,25.6,77
2020,6,22,0.0,33.1,25.8,78
2020,6,23,0.0,33.1,25.4,78
2020,6,24,-1.0,33.3,25.0,77
2020,6,25,-1.0,33.6,24.8,74
2020,6,26,-1.0,33.5,25.0,74
2020,6,27,28.2,33.5,24.4,82
2020,6,28,8.0,32.3,24.4,84
2020,6,29,2.1,32.5,25.0,83
2020,6,30,0.0,33.0,24.9,77
2020,7,1,0.0,32.8,26.2,73
2020,7,2,-1.0,33.4,25.8,79
2020,7,3,46.0,32.6,24.6,84
2020,7,4,37.5,32.1,24.3,86
2020,7,5,0.1,32.3,24.8,81
2020,7,6,-1.0,32.6,24.8,78
2020,7,7,0.0,32.6,25.5,78
2020,7,8,0.0,32.4,24.8,81
2020,7,9,0.0,32.4,25.0,79
2020,7,10,1.2,33.2,25.5,79
2020,7,11,1.5,32.3,24.7,85
2020,7,12,0.0,33.3,25.0,81
2020,7,13,183.8,27.1,23.6,95
2020,7,14,5.3,28.3,23.5,94
2020,7,15,0.0,32.4,25.5,79
2020,7,16,0.0,32.4,25.8,82
2020,7,17,-1.0,32.8,23.8,83
2020,7,18,0.0,32.5,25.5,81
2020,7,19,-1.0,32.6,24.6,82
2020,7,20,2.9,32.0,24.4,84
2020,7,21,11.8,32.4,25.5,85
2020,7,22,0.0,32.6,26.8,84
2020,7,23,2.4,32.8,24.6,85
2020,7,24,13.0,31.8,23.8,84
2020,7,25,0.0,32.4,25.4,81
2020,7,26,5.0,32.3,24.3,84
2020,7,27,0.0,32.5,24.3,81
2020,7,28,0.6,32.3,24.6,85
2020,7,29,-1.0,33.2,26.2,76
2020,7,30,-1.0,31.6,26.1,83
2020,7,31,5.8,31.2,24.9,91
2020,8,1,1.7,30.4,25.2,89
2020,8,2,-1.0,31.0,26.6,82
2020,8,3,-1.0,31.8,26.1,81
2020,8,4,8.4,32.8,24.1,85
2020,8,5,0.3,32.4,26.1,83
2020,8,6,0.0,32.9,25.4,83
2020,8,7,-1.0,32.6,25.6,83
2020,8,8,19.4,31.9,25.0,85
2020,8,9,7.9,31.8,25.2,87
2020,8,10,15.0,28.9,25.2,91
2020,8,11,0.2,32.7,25.3,81
2020,8,12,3.2,32.3,23.7,87
2020,8,13,10.6,31.8,24.8,87
2020,8,14,0.6,31.6,24.6,87
2020,8,15,17.7,31.5,23.8,86
2020,8,16,1.4,31.0,24.5,87
2020,8,17,0.1,30.4,24.2,88
2020,8,18,0.0,31.8,24.7,87
2020,8,19,20.7,31.4,24.8,87
2020,8,20,17.8,31.1,24.3,86
2020,8,21,44.8,30.2,24.8,91
2020,8,22,15.5,30.0,24.5,93
2020,8,23,10.4,28.2,24.2,94
2020,8,24,13.6,32.2,25.0,82
2020,8,25,42.8,29.7,25.4,92
2020,8,26,2.4,31.4,24.0,82
2020,8,27,0.0,32.6,23.8,78
2020,8,28,0.0,32.8,25.5,79
2020,8,29,35.9,32.0,24.2,84
2020,8,30,6.7,30.6,24.6,89
2020,8,31,33.4,31.0,23.7,91
2020,9,1,0.1,31.4,24.4,85
2020,9,2,-1.0,32.0,24.6,83
2020,9,3,0.0,32.4,24.6,82
2020,9,4,0.0,31.7,25.0,83
2020,9,5,2.5,31.8,25.0,83
2020,9,6,5.6,30.9,24.1,89
2020,9,7,0.0,32.0,24.6,84
2020,9,8,0.0,32.1,25.0,83
2020,9,9,0.2,31.8,24.6,84
2020,9,10,0.0,31.0,23.6,85
2020,9,11,0.0,32.4,24.7,82
2020,9,12,0.0,32.4,25.0,81
2020,9,13,-1.0,32.1,26.1,84
2020,9,14,-1.0,32.8,24.5,84
2020,9,15,-1.0,35.0,26.4,76
2020,9,16,0.0,32.2,25.8,83
2020,9,17,0.1,33.4,25.4,85
2020,9,18,8.3,32.6,24.6,86
2020,9,19,0.0,32.0,25.2,84
2020,9,20,0.0,34.0,23.8,80
2020,9,21,0.0,33.8,24.8,75
2020,9,22,0.0,32.7,23.8,84
2020,9,23,0.0,33.2,24.5,82
2020,9,24,0.0,32.8,24.8,78
2020,9,25,0.0,33.6,25.4,83
2020,9,26,43.0,32.5,24.5,85
2020,9,27,0.0,32.2,25.9,81
2020,9,28,1.6,32.0,25.0,84
2020,9,29,0.6,31.8,24.2,83
2020,9,30,0.0,31.2,24.8,84
2020,10,1,0.0,31.5,24.8,85
2020,10,2,0.0,33.4,24.2,80
2020,10,3,0.0,33.4,24.4,73
2020,10,4,-1.0,33.5,24.4,81
2020,10,5,0.0,33.0,25.0,75
2020,10,6,0.0,34.0,26.6,69
2020,10,7,4.6,30.6,25.6,73
2020,10,8,0.0,32.2,23.8,69
2020,10,9,0.0,33.2,25.5,75
2020,10,10,4.5,31.5,25.2,82
2020,10,11,0.8,30.0,25.8,91
2020,10,12,10.0,30.4,24.0,86
2020,10,13,0.0,34.4,24.8,79
2020,10,14,0.0,33.4,26.7,69
2020,10,15,-1.0,34.0,25.8,65
2020,10,16,1.4,31.0,24.2,84
2020,10,17,0.0,33.7,24.6,66
2020,10,18,0.0,33.9,24.0,67
2020,10,19,0.0,33.4,26.8,66
2020,10,20,5.2,29.8,26.2,84
2020,10,21,1.2,32.8,24.6,83
2020,10,22,1.4,33.0,25.6,81
2020,10,23,0.1,31.4,25.2,84
2020,10,24,8.4,31.4,25.0,89
2020,10,25,5.8,27.9,25.7,90
2020,10,26,1.0,31.8,25.0,78
2020,10,27,0.0,33.4,26.4,82
2020,10,28,-1.0,31.3,24.0,90
2020,10,29,3.4,31.4,25.0,84
2020,10,30,0.0,28.2,25.4,79
2020,10,31,0.0,30.1,23.8,66
2020,11,1,0.4,29.6,26.0,71
2020,11,2,3.8,32.0,24.3,89
2020,11,3,0.5,30.5,25.7,78
2020,11,4,0.0,31.5,24.7,65
2020,11,5,0.0,31.4,23.6,72
2020,11,6,0.0,29.4,22.7,83
2020,11,7,2.0,32.1,24.2,74
2020,11,8,5.8,28.1,24.2,81
2020,11,9,0.2,29.6,24.0,81
2020,11,10,0.5,29.5,25.8,81
2020,11,11,1.2,30.0,26.4,74
2020,11,12,6.4,27.1,24.8,85
2020,11,13,0.0,32.0,23.5,83
2020,11,14,0.0,33.3,25.4,75
2020,11,15,0.0,32.0,25.5,74
2020,11,16,0.0,32.0,24.2,76
2020,11,17,0.0,32.2,24.0,79
2020,11,18,0.0,30.8,23.4,84
2020,11,19,0.0,31.0,24.0,84
2020,11,20,0.0,30.5,23.5,86
2020,11,21,0.0,33.2,21.7,74
2020,11,22,0.0,34.0,25.1,61
2020,11,23,0.0,33.6,24.7,55
2020,11,24,0.0,33.4,23.5,60
2020,11,25,0.0,31.9,21.4,63
2020,11,26,0.0,30.2,25.3,71
2020,11,27,1.7,31.1,24.6,75
2020,11,28,0.0,28.8,22.6,70
2020,11,29,0.0,32.9,25.4,65
2020,11,30,0.0,31.0,24.2,60
2020,12,1,0.0,29.0,24.6,72
2020,12,2,0.0,28.0,25.2,79
2020,12,3,0.0,27.4,24.2,75
2020,12,4,0.0,27.2,24.3,76
2020,12,5,0.0,28.0,24.6,76
2020,12,6,0.0,28.6,23.2,84
2020,12,7,-1.0,30.2,24.8,82
2020,12,8,-1.0,29.7,24.0,87
2020,12,9,0.0,31.2,23.0,79
2020,12,10,0.0,32.3,24.2,80
2020,12,11,0.0,31.2,25.3,82
2020,12,12,0.0,30.8,24.5,78
2020,12,13,0.0,31.8,23.4,77
2020,12,14,0.0,31.6,24.0,75
2020,12,15,0.0,31.9,25.7,68
2020,12,16,-1.0,29.6,24.8,81
2020,12,17,0.0,31.6,24.7,69
2020,12,18,0.0,32.6,26.1,66
2020,12,19,0.1,28.6,24.8,71
2020,12,20,-1.0,27.3,25.4,72
2020,12,21,0.0,27.6,25.4,73
2020,12,22,0.0,30.6,22.2,76
2020,12,23,0.0,30.3,23.0,82
2020,12,24,0.0,29.4,24.2,83
2020,12,25,0.0,31.4,25.5,67
2020,12,26,0.0,31.0,24.0,73
2020,12,27,-1.0,32.1,24.0,73
2020,12,28,0.0,30.6,23.6,81
2020,12,29,1.9,29.8,25.0,84
2020,12,30,-1.0,28.8,21.4,71
2020,12,31,0.0,27.6,21.1,60
